TIC,class_gold,class_raw,class_is_inferred,class_reference,ra_deg,dec_deg,period_gold,period_n,period_spread,period_references,period_methods,n_products,n_sectors,has_light_curve,period_is_group,period_usable
165650748,OTHER,sdB candidate (MSRot),False,2025ApJ...989..177C (Campelo+ 2025),,,2.032,1.0,1.0,2025ApJ...989..177C (Campelo+ 2025),visual,,,False,False,True
165797593,OTHER,sdB candidate (EB),False,2025ApJ...989..177C (Campelo+ 2025),,,0.355,1.0,1.0,2025ApJ...989..177C (Campelo+ 2025),visual,,,False,False,True
166703712,BE,Be=Y; signals=L/F+/G,False,2022AJ....163..226L (Labadie-Bartz+ 2022),208.36758,-39.05722,0.4347826086956522,1.0,1.0,2022AJ....163..226L (Labadie-Bartz+ 2022),visual,,,False,True,False
167045028,ECL,EB?,False,2019MNRAS.485.3457B (Balona+ 2019),95.519,-69.27323,3.03951367781155,1.0,1.0,2019MNRAS.485.3457B (Balona+ 2019),visual,,,False,False,True
167107487,BE,Be=Y; signals=G,False,2022AJ....163..226L (Labadie-Bartz+ 2022),93.89883,7.65231,1.3157894736842106,1.0,1.0,2022AJ....163..226L (Labadie-Bartz+ 2022),visual,,,False,True,False
167110617,BE,Be=Y; signals=I/H/V/G,False,2022AJ....163..226L (Labadie-Bartz+ 2022),93.917405,6.066178,,,,,,,,False,True,False
167415960,NOISY,const?,False,2019ApJ...872L...9P (Pedersen+ 2019),99.28993,-70.91771,,,,,,,,False,False,False
167523976,PULS,SPB,False,2019ApJ...872L...9P (Pedersen+ 2019),100.60144,-65.74263,,,,,,34.0,34.0,True,False,False
167746025,NOISY,Noisy,False,2025ApJ...989..177C (Campelo+ 2025),,,,,,,,,,False,False,False
168115492,BE,Be=Y; signals=I+,False,2022AJ....163..226L (Labadie-Bartz+ 2022),101.52358,-5.969696,,,,,,,,False,True,False
168505959,BE,Be=Y; signals=,False,2022AJ....163..226L (Labadie-Bartz+ 2022),193.67212,-52.48407,,,,,,,,False,True,False
168627067,BE,Be=Y; signals=G,False,2022AJ....163..226L (Labadie-Bartz+ 2022),107.19998,-4.05745,0.684931506849315,1.0,1.0,2022AJ....163..226L (Labadie-Bartz+ 2022),visual,2.0,2.0,True,True,False
169285097,PULS,sdBhybrid,False,2019MNRAS.485.3457B (Balona+ 2019),356.0917,-34.45011,,,,,,,,False,False,False
171895762,BE,Be=Y; signals=L/F+/G,False,2022AJ....163..226L (Labadie-Bartz+ 2022),255.44746,-58.95826,0.641025641025641,1.0,1.0,2022AJ....163..226L (Labadie-Bartz+ 2022),visual,,,False,True,False
171896106,BE,Be=Y; signals=G,False,2022AJ....163..226L (Labadie-Bartz+ 2022),255.47534,-59.0476,,,,,,,,False,True,False
172570604,NOISY,Noisy,False,2025ApJ...989..177C (Campelo+ 2025),,,,,,,,,,False,False,False
173008025,NOISY,Noisy,False,2025ApJ...989..177C (Campelo+ 2025),,,,,,,,,,False,False,False
173381049,BE,Be=Y; signals=I,False,2022AJ....163..226L (Labadie-Bartz+ 2022),111.74772,-41.62909,,,,,,,,False,True,False
173956099,BE,Be=Y; signals=G,False,2022AJ....163..226L (Labadie-Bartz+ 2022),113.46199,-40.92995,0.4694835680751174,1.0,1.0,2022AJ....163..226L (Labadie-Bartz+ 2022),visual,,,False,True,False
174008063,BE,Be=Y; signals=G,False,2022AJ....163..226L (Labadie-Bartz+ 2022),113.462666667,-36.3383916667,1.1494252873563218,1.0,1.0,2022AJ....163..226L (Labadie-Bartz+ 2022),visual,,,False,True,False
174121793,BE,Be=Y; signals=G,False,2022AJ....163..226L (Labadie-Bartz+ 2022),258.63889,-54.37012,0.819672131147541,1.0,1.0,2022AJ....163..226L (Labadie-Bartz+ 2022),visual,,,False,True,False
175402069,OTHER,sdB candidate (EB),False,2025ApJ...989..177C (Campelo+ 2025),,,0.098,1.0,1.0,2025ApJ...989..177C (Campelo+ 2025),visual,,,False,False,True
175523591,BE,Be=Y; signals=G,False,2022AJ....163..226L (Labadie-Bartz+ 2022),116.543916667,-37.9336694444,0.3968253968253968,1.0,1.0,2022AJ....163..226L (Labadie-Bartz+ 2022),visual,,,False,True,False
175599737,AMBIGUOUS,Ambiguous variability,False,2025ApJ...989..177C (Campelo+ 2025),,,,,,,,,,False,False,False
176935619,ROT,ROT,False,2019MNRAS.485.3457B (Balona+ 2019),100.60644,-67.8431,0.363901018922853,1.0,1.0,2019MNRAS.485.3457B (Balona+ 2019),visual,,,False,False,True
176955379,ROT,SPB / rot,False,2019ApJ...872L...9P (Pedersen+ 2019),100.77769,-69.29778,0.334001336005344,1.0,1.0,2019MNRAS.485.3457B (Balona+ 2019),visual,,,False,False,True
177075997,ROT,instr / rot?,False,2019ApJ...872L...9P (Pedersen+ 2019),102.86244,-70.96341,2.8409090909090913,1.0,1.0,2019MNRAS.485.3457B (Balona+ 2019),visual,,,False,False,True
177204351,BE,Be=Y; signals=S,False,2022AJ....163..226L (Labadie-Bartz+ 2022),106.39672,-8.72889,,,,,,2.0,2.0,True,True,False
177717406,SLF,SLF,False,2020A&A...639A..81B (Burssens+ 2020),,,1.4084507042253522,1.0,1.0,2020A&A...639A..81B (Burssens+ 2020),visual+spectroscopy,2.0,2.0,True,False,False
177853845,BE,Be=Y; signals=G,False,2022AJ....163..226L (Labadie-Bartz+ 2022),107.54728,-9.33631,0.5464480874316939,1.0,1.0,2022AJ....163..226L (Labadie-Bartz+ 2022),visual,,,False,True,False
177860391,SLF,SLF?,False,2020A&A...639A..81B (Burssens+ 2020),107.53395,-11.80273,0.998003992015968,1.0,1.0,2020A&A...639A..81B (Burssens+ 2020),visual+spectroscopy,2.0,2.0,True,False,False
178489528,SLF,SLF,False,2020A&A...639A..81B (Burssens+ 2020),108.61772,-10.31625,4.504504504504505,1.0,1.0,2020A&A...639A..81B (Burssens+ 2020),visual+spectroscopy,,,False,False,False
178719204,OTHER,Be=N (rejected/other); signals=,False,2022AJ....163..226L (Labadie-Bartz+ 2022),125.33446,-1.60201,,,,,,,,False,False,False
179308923,ECL,ACYG+EB?,False,2019MNRAS.485.3457B (Balona+ 2019),79.8239,-69.65399,,,,,,,,False,False,False
179574710,PULS,ACYG,False,2019MNRAS.485.3457B (Balona+ 2019),80.36637,-71.93865,,,,,,,,False,False,False
179637387,PULS,ACYG?,False,2019MNRAS.485.3457B (Balona+ 2019),80.57186,-67.94916,,,,,,,,False,False,False
179639066,PULS,ACYG,False,2019MNRAS.485.3457B (Balona+ 2019),80.75276,-67.18946,,,,,,30.0,30.0,True,False,False
180092491,BE,Be=Y; signals=S/L/F+/G,False,2022AJ....163..226L (Labadie-Bartz+ 2022),188.88531,-64.22124,0.6211180124223602,1.0,1.0,2022AJ....163..226L (Labadie-Bartz+ 2022),visual,,,False,True,False
181043970,ECL,EA(EA/SD),False,2019MNRAS.485.3457B (Balona+ 2019),12.94416,-71.99803,,,,,,,,False,False,False
181506336,BE,Be=Y; signals=G,False,2022AJ....163..226L (Labadie-Bartz+ 2022),131.25842,-41.51618,0.5617977528089888,1.0,1.0,2022AJ....163..226L (Labadie-Bartz+ 2022),visual,,,False,True,False
181600430,BE,Be=Y; signals=I/G,False,2022AJ....163..226L (Labadie-Bartz+ 2022),131.59902,-41.12536,0.7692307692307692,1.0,1.0,2022AJ....163..226L (Labadie-Bartz+ 2022),visual,,,False,True,False
182909257,ROT,rot,False,2019ApJ...872L...9P (Pedersen+ 2019),16.38045,-77.58465,3.136898119122257,2.0,1.001341,2019MNRAS.485.3457B (Balona+ 2019) | 2022ApJ...924....2B (Barraza+ 2022),visual,,,False,False,True
184427882,NOISY,Noisy,False,2025ApJ...989..177C (Campelo+ 2025),,,,,,,,,,False,False,False
186484490,OTHER,sdB candidate (Bin+R),False,2025ApJ...989..177C (Campelo+ 2025),,,0.243,1.0,1.0,2025ApJ...989..177C (Campelo+ 2025),visual,,,False,False,True
186513548,NOISY,Noisy,False,2025ApJ...989..177C (Campelo+ 2025),,,,,,,,,,False,False,False
186979808,BE,Be=Y; signals=G,False,2022AJ....163..226L (Labadie-Bartz+ 2022),134.20101,-30.18387,1.6129032258064515,1.0,1.0,2022AJ....163..226L (Labadie-Bartz+ 2022),visual,,,False,True,False
187458882,SLF,SLF,False,2020A&A...639A..81B (Burssens+ 2020),110.50855,-8.97936,3.4843205574912894,1.0,1.0,2020A&A...639A..81B (Burssens+ 2020),visual+spectroscopy,,,False,False,False
188633484,NOISY,Noisy,False,2025ApJ...989..177C (Campelo+ 2025),,,,,,,,,,False,False,False
189271286,BE,Be=Y; signals=G,False,2022AJ....163..226L (Labadie-Bartz+ 2022),141.68701,-28.78774,0.6535947712418301,1.0,1.0,2022AJ....163..226L (Labadie-Bartz+ 2022),visual,,,False,True,False
190393155,BE,Be=Y; signals=S/I/H/V/G,False,2022AJ....163..226L (Labadie-Bartz+ 2022),132.86672,-41.85731,,,,,,,,False,True,False
190558492,BE,Be=Y; signals=S/G,False,2022AJ....163..226L (Labadie-Bartz+ 2022),235.58253,-49.99804,0.9803921568627452,1.0,1.0,2022AJ....163..226L (Labadie-Bartz+ 2022),visual,,,False,True,False
191312952,BE,Be=S; signals=G,False,2022AJ....163..226L (Labadie-Bartz+ 2022),221.65334,-56.41896,0.3174603174603174,1.0,1.0,2022AJ....163..226L (Labadie-Bartz+ 2022),visual,,,False,True,False
192063894,NOISY,Noisy,False,2025ApJ...989..177C (Campelo+ 2025),,,,,,,,,,False,False,False
193600962,NOISY,Noisy,False,2025ApJ...989..177C (Campelo+ 2025),,,,,,,,,,False,False,False
195288472,SLF,SLF,False,2020A&A...639A..81B (Burssens+ 2020),260.21941,-36.07238,1.1185682326621924,1.0,1.0,2020A&A...639A..81B (Burssens+ 2020),visual+spectroscopy,3.0,3.0,True,False,False
197641601,ROT,instr / rot,False,2019ApJ...872L...9P (Pedersen+ 2019),328.48215,-37.36487,4.981062189054726,2.0,1.0023870000000001,2019MNRAS.485.3457B (Balona+ 2019) | 2022ApJ...924....2B (Barraza+ 2022),visual,,,False,False,True
198106374,NOISY,Noisy,False,2025ApJ...989..177C (Campelo+ 2025),,,,,,,,,,False,False,False
198240464,OTHER,sdB candidate (MSRot),False,2025ApJ...989..177C (Campelo+ 2025),,,2.296,1.0,1.0,2025ApJ...989..177C (Campelo+ 2025),visual,,,False,False,True
198279946,ROT,Rotation,False,2025ApJ...989..177C (Campelo+ 2025),,,5.577,1.0,1.0,2025ApJ...989..177C (Campelo+ 2025),visual,,,False,False,True
198386262,OTHER,sdB candidate (Bin+R),False,2025ApJ...989..177C (Campelo+ 2025),,,0.444,1.0,1.0,2025ApJ...989..177C (Campelo+ 2025),visual,,,False,False,True
198388195,ROT,Rotation,False,2025ApJ...989..177C (Campelo+ 2025),,,2.453,1.0,1.0,2025ApJ...989..177C (Campelo+ 2025),visual,,,False,False,True
198390914,NOISY,Noisy,False,2025ApJ...989..177C (Campelo+ 2025),,,,,,,,,,False,False,False
198456386,PULS,Pulsation,False,2025ApJ...989..177C (Campelo+ 2025),,,0.522,1.0,1.0,2025ApJ...989..177C (Campelo+ 2025),visual,,,False,False,True
198537188,NOISY,Noisy,False,2025ApJ...989..177C (Campelo+ 2025),,,,,,,,,,False,False,False
198614726,NOISY,Noisy,False,2025ApJ...989..177C (Campelo+ 2025),,,,,,,,,,False,False,False
199572361,NOISY,Noisy,False,2025ApJ...989..177C (Campelo+ 2025),,,,,,,,,,False,False,False
199687979,NOISY,Noisy,False,2025ApJ...989..177C (Campelo+ 2025),,,,,,,,,,False,False,False
199713570,NOISY,Noisy,False,2025ApJ...989..177C (Campelo+ 2025),,,,,,,,,,False,False,False
200519617,BE,Be=Y; signals=S/G,False,2022AJ....163..226L (Labadie-Bartz+ 2022),82.92099,9.22604,1.0416666666666667,1.0,1.0,2022AJ....163..226L (Labadie-Bartz+ 2022),visual,,,False,True,False
202148345,PULS,SPB,False,2020A&A...639A..81B (Burssens+ 2020),101.63506,8.58716,1.937984496124031,1.0,1.0,2020A&A...639A..81B (Burssens+ 2020),visual+spectroscopy,,,False,False,True
202351745,NOISY,Noisy,False,2025ApJ...989..177C (Campelo+ 2025),,,,,,,,,,False,False,False
202352600,NOISY,Noisy,False,2025ApJ...989..177C (Campelo+ 2025),,,,,,,,,,False,False,False
202354658,NOISY,Noisy,False,2025ApJ...989..177C (Campelo+ 2025),,,,,,,,,,False,False,False
202442617,ECL,Binary (eclipsing/ellipsoidal),False,2025ApJ...989..177C (Campelo+ 2025),,,0.161,1.0,1.0,2025ApJ...989..177C (Campelo+ 2025),visual,,,False,False,True
202444159,NOISY,Noisy,False,2025ApJ...989..177C (Campelo+ 2025),,,,,,,,,,False,False,False
202466623,OTHER,sdB candidate (MSRot),False,2025ApJ...989..177C (Campelo+ 2025),,,3.405,1.0,1.0,2025ApJ...989..177C (Campelo+ 2025),visual,,,False,False,True
202491630,NOISY,Noisy,False,2025ApJ...989..177C (Campelo+ 2025),,,,,,,,,,False,False,False
203452834,OTHER,Be=N (rejected/other); signals=,False,2022AJ....163..226L (Labadie-Bartz+ 2022),217.66859,-22.4609,,,,,,,,False,False,False
206362352,PULS,SPB,False,2019ApJ...872L...9P (Pedersen+ 2019),356.81665,-50.22646,,,,,,,,False,False,False
206547467,ROT,rot / const? / SPB?,False,2019ApJ...872L...9P (Pedersen+ 2019),333.28927,-21.406,4.291845493562231,1.0,1.0,2019MNRAS.485.3457B (Balona+ 2019),visual,,,False,False,True
206792542,BE,Be=Y; signals=G,False,2022AJ....163..226L (Labadie-Bartz+ 2022),96.708679,10.932118,0.6578947368421053,1.0,1.0,2022AJ....163..226L (Labadie-Bartz+ 2022),visual,,,False,True,False
206840215,BE,Be=Y; signals=,False,2022AJ....163..226L (Labadie-Bartz+ 2022),96.845243,8.41192,,,,,,,,False,True,False
207020262,BE,Be=Y; signals=I/G,False,2022AJ....163..226L (Labadie-Bartz+ 2022),97.500775,8.295943,1.3333333333333333,1.0,1.0,2022AJ....163..226L (Labadie-Bartz+ 2022),visual,,,False,True,False
207043038,BE,Be=Y; signals=G,False,2022AJ....163..226L (Labadie-Bartz+ 2022),97.78982,11.25139,0.9009009009009008,1.0,1.0,2022AJ....163..226L (Labadie-Bartz+ 2022),visual,,,False,True,False
207176480,BE,SPB? / SLF? / Be,False,2019ApJ...872L...9P (Pedersen+ 2019),47.10865,-59.37373,,,,,,,,False,True,False
207235278,ELL,EV / rot,False,2019ApJ...872L...9P (Pedersen+ 2019),49.60301,-55.82253,1.7921146953405016,1.0,1.0,2019MNRAS.485.3457B (Balona+ 2019),visual,,,False,False,True
207440585,NOISY,Noisy,False,2025ApJ...989..177C (Campelo+ 2025),,,,,,,,,,False,False,False
207580161,BE,Be=S; signals=,False,2022AJ....163..226L (Labadie-Bartz+ 2022),206.78069,-57.6749,,,,,,,,False,True,False
207633164,BE,Be=Y; signals=G,False,2022AJ....163..226L (Labadie-Bartz+ 2022),206.99793,-57.69508,0.3571428571428571,1.0,1.0,2022AJ....163..226L (Labadie-Bartz+ 2022),visual,,,False,True,False
207881543,BE,Be=Y; signals=G,False,2022AJ....163..226L (Labadie-Bartz+ 2022),207.60875,-59.74802,0.6097560975609756,1.0,1.0,2022AJ....163..226L (Labadie-Bartz+ 2022),visual,,,False,True,False
208495676,BE,Be=Y; signals=S/L/G,False,2022AJ....163..226L (Labadie-Bartz+ 2022),244.9813,-58.16719,0.4504504504504504,1.0,1.0,2022AJ....163..226L (Labadie-Bartz+ 2022),visual,,,False,True,False
208580496,BE,Be=Y; signals=G,False,2022AJ....163..226L (Labadie-Bartz+ 2022),244.80932,-54.96164,0.5235602094240838,1.0,1.0,2022AJ....163..226L (Labadie-Bartz+ 2022),visual,,,False,True,False
209829040,BE,Be=Y; signals=S/L/G,False,2022AJ....163..226L (Labadie-Bartz+ 2022),210.96528,-59.46311,0.7407407407407407,1.0,1.0,2022AJ....163..226L (Labadie-Bartz+ 2022),visual,1.0,1.0,True,True,False
210506327,BE,Be=Y; signals=,False,2022AJ....163..226L (Labadie-Bartz+ 2022),212.1876,-59.71707,,,,,,,,False,True,False
211750828,BE,Be=Y; signals=S/L/F+/G,False,2022AJ....163..226L (Labadie-Bartz+ 2022),255.11954,-49.25415,0.4716981132075471,1.0,1.0,2022AJ....163..226L (Labadie-Bartz+ 2022),visual,,,False,True,False
212551379,BE,Be=Y; signals=G,False,2022AJ....163..226L (Labadie-Bartz+ 2022),256.18347,-51.40822,0.5988023952095809,1.0,1.0,2022AJ....163..226L (Labadie-Bartz+ 2022),visual,,,False,True,False
212755033,BE,Be=Y; signals=G,False,2022AJ....163..226L (Labadie-Bartz+ 2022),256.52963,-48.41867,0.5235602094240838,1.0,1.0,2022AJ....163..226L (Labadie-Bartz+ 2022),visual,,,False,True,False
212806475,BE,Be=Y; signals=I/G,False,2022AJ....163..226L (Labadie-Bartz+ 2022),256.56283,-52.48225,0.6756756756756757,1.0,1.0,2022AJ....163..226L (Labadie-Bartz+ 2022),visual,,,False,True,False
213153401,OTHER,Be=U (rejected/other); signals=,False,2022AJ....163..226L (Labadie-Bartz+ 2022),257.13155,-49.46774,,,,,,,,False,False,False
215511795,BE,Be=Y; signals=L/F+/G,False,2022AJ....163..226L (Labadie-Bartz+ 2022),242.23062,-51.96199,0.6535947712418301,1.0,1.0,2022AJ....163..226L (Labadie-Bartz+ 2022),visual,2.0,2.0,True,True,False
215983126,BE,Be=S; signals=S/L,False,2022AJ....163..226L (Labadie-Bartz+ 2022),242.69756,-49.0221,,,,,,,,False,True,False
216158265,BE,Be=Y; signals=I/H/G,False,2022AJ....163..226L (Labadie-Bartz+ 2022),258.43235,-44.72917,,,,,,,,False,True,False
216649528,BE,Be=Y; signals=G,False,2022AJ....163..226L (Labadie-Bartz+ 2022),259.07328,-42.33906,0.4504504504504504,1.0,1.0,2022AJ....163..226L (Labadie-Bartz+ 2022),visual,,,False,True,False
216662610,PULS,SLF+SPB,False,2020A&A...639A..81B (Burssens+ 2020),259.10972,-42.66781,0.6108735491753207,1.0,1.0,2020A&A...639A..81B (Burssens+ 2020),visual+spectroscopy,2.0,2.0,True,False,True
216775415,BE,Be=Y; signals=S/G,False,2022AJ....163..226L (Labadie-Bartz+ 2022),259.37782,-47.73961,0.625,1.0,1.0,2022AJ....163..226L (Labadie-Bartz+ 2022),visual,,,False,True,False
216875138,BE,Be=Y; signals=I+/H,False,2022AJ....163..226L (Labadie-Bartz+ 2022),259.49877,-42.0606,,,,,,3.0,3.0,True,True,False
217134952,BE,Be=Y; signals=S/G,False,2022AJ....163..226L (Labadie-Bartz+ 2022),259.85259,-44.22299,,,,,,,,False,True,False
217597679,BE,Be=Y; signals=G,False,2022AJ....163..226L (Labadie-Bartz+ 2022),260.80651,-42.8292,0.6024096385542169,1.0,1.0,2022AJ....163..226L (Labadie-Bartz+ 2022),visual,,,False,True,False
217667184,BE,Be=Y; signals=G,False,2022AJ....163..226L (Labadie-Bartz+ 2022),260.817,-47.4681972222,0.5376344086021505,1.0,1.0,2022AJ....163..226L (Labadie-Bartz+ 2022),visual,,,False,True,False
218139464,BE,Be=Y; signals=G,False,2022AJ....163..226L (Labadie-Bartz+ 2022),261.9784,-47.02622,1.2048192771084338,1.0,1.0,2022AJ....163..226L (Labadie-Bartz+ 2022),visual,,,False,True,False
218854809,BE,Be=Y; signals=S/L/G,False,2022AJ....163..226L (Labadie-Bartz+ 2022),263.48499,-45.62723,0.7246376811594204,1.0,1.0,2022AJ....163..226L (Labadie-Bartz+ 2022),visual,,,False,True,False
219492314,NOISY,Noisy,False,2025ApJ...989..177C (Campelo+ 2025),,,,,,,,,,False,False,False
219509849,NOISY,Noisy,False,2025ApJ...989..177C (Campelo+ 2025),,,,,,,,,,False,False,False
219773853,NOISY,Noisy,False,2025ApJ...989..177C (Campelo+ 2025),,,,,,,,,,False,False,False
220114410,BE,Be=Y; signals=G,False,2022AJ....163..226L (Labadie-Bartz+ 2022),98.793411,6.571684,0.6802721088435374,1.0,1.0,2022AJ....163..226L (Labadie-Bartz+ 2022),visual,,,False,True,False
220197273,ECL,EB,False,2020A&A...639A..81B (Burssens+ 2020),,,0.60790273556231,1.0,1.0,2020A&A...639A..81B (Burssens+ 2020),visual+spectroscopy,1.0,1.0,True,False,True
220322383,PULS,SLF+beta Cep,False,2020A&A...639A..81B (Burssens+ 2020),100.244416667,9.89575555556,0.0797225654721568,1.0,1.0,2020A&A...639A..81B (Burssens+ 2020),visual+spectroscopy,,,False,False,True
220323146,ROT,Rotation,False,2025ApJ...989..177C (Campelo+ 2025),,,1.949,1.0,1.0,2025ApJ...989..177C (Campelo+ 2025),visual,,,False,False,True
220430912,ECL,EB + puls,False,2019ApJ...872L...9P (Pedersen+ 2019),73.11768,-55.69706,,,,,,,,False,False,False
220573709,OTHER,sdB candidate (Bin/Syst),False,2025ApJ...989..177C (Campelo+ 2025),,,0.906,1.0,1.0,2025ApJ...989..177C (Campelo+ 2025),visual,,,False,False,True
220728104,BE,Be=Y; signals=S/L/G,False,2022AJ....163..226L (Labadie-Bartz+ 2022),246.00532,-55.45371,0.4975124378109453,1.0,1.0,2022AJ....163..226L (Labadie-Bartz+ 2022),visual,,,False,True,False
221040358,BE,Be=Y; signals=S/L,False,2022AJ....163..226L (Labadie-Bartz+ 2022),246.97571,-59.84876,,,,,,,,False,True,False
221092292,BE,Be=Y; signals=S/G,False,2022AJ....163..226L (Labadie-Bartz+ 2022),247.05122,-54.60889,,,,,,,,False,True,False
221155177,BE,Be=Y; signals=I+,False,2022AJ....163..226L (Labadie-Bartz+ 2022),247.11273,-56.39764,,,,,,,,False,True,False
223994987,BE,Be=Y; signals=G,False,2022AJ....163..226L (Labadie-Bartz+ 2022),246.44251,-45.54286,0.6993006993006994,1.0,1.0,2022AJ....163..226L (Labadie-Bartz+ 2022),visual,,,False,True,False
224244458,BE,rot + mini-outburst?,False,2019ApJ...872L...9P (Pedersen+ 2019),353.24275,-37.8182666667,1.9234044061302682,2.0,1.0080342,2019MNRAS.485.3457B (Balona+ 2019) | 2022ApJ...924....2B (Barraza+ 2022),visual,,,False,True,False
224607716,ECL,Binary (eclipsing/ellipsoidal),False,2025ApJ...989..177C (Campelo+ 2025),,,0.494,1.0,1.0,2025ApJ...989..177C (Campelo+ 2025),visual,,,False,False,True
224802716,BE,Be=Y; signals=G,False,2022AJ....163..226L (Labadie-Bartz+ 2022),246.77941,-43.38802,,,,,,,,False,True,False
225735711,BE,Be=Y; signals=S/L/F/G,False,2022AJ....163..226L (Labadie-Bartz+ 2022),247.20785,-44.8126,,,,,,,,False,True,False
229013861,ROT,rot,False,2019ApJ...872L...9P (Pedersen+ 2019),329.66009,-32.35546,2.364066193853428,1.0,1.0,2019MNRAS.485.3457B (Balona+ 2019),visual,,,False,False,True
229355590,BE,Be=Y; signals=G,False,2022AJ....163..226L (Labadie-Bartz+ 2022),98.43091,8.03615,0.6097560975609756,1.0,1.0,2022AJ....163..226L (Labadie-Bartz+ 2022),visual,,,False,True,False
229356387,BE,Be=Y; signals=G,False,2022AJ....163..226L (Labadie-Bartz+ 2022),98.38432,8.335562,0.9259259259259258,1.0,1.0,2022AJ....163..226L (Labadie-Bartz+ 2022),visual,,,False,True,False
229452839,ROT,Rotation,False,2025ApJ...989..177C (Campelo+ 2025),,,2.342,1.0,1.0,2025ApJ...989..177C (Campelo+ 2025),visual,,,False,False,True
229479255,AMBIGUOUS,Ambiguous variability,False,2025ApJ...989..177C (Campelo+ 2025),,,,,,,,,,False,False,False
229486109,NOISY,Noisy,False,2025ApJ...989..177C (Campelo+ 2025),,,,,,,,,,False,False,False
229593795,NOISY,Noisy,False,2025ApJ...989..177C (Campelo+ 2025),,,,,,,,,,False,False,False
229664008,NOISY,Noisy,False,2025ApJ...989..177C (Campelo+ 2025),,,,,,,,,,False,False,False
229670516,ROT,Rotation,False,2025ApJ...989..177C (Campelo+ 2025),,,3.699,1.0,1.0,2025ApJ...989..177C (Campelo+ 2025),visual,,,False,False,True
229751806,OTHER,sdB candidate (Bin+R (sdB+dM/BD)),False,2025ApJ...989..177C (Campelo+ 2025),,,0.327,1.0,1.0,2025ApJ...989..177C (Campelo+ 2025),visual,,,False,False,True
229793060,ROT,Rotation,False,2025ApJ...989..177C (Campelo+ 2025),,,1.061,1.0,1.0,2025ApJ...989..177C (Campelo+ 2025),visual,,,False,False,True
229966103,PULS,Pulsation (SPB),False,2025ApJ...989..177C (Campelo+ 2025),,,1.993,1.0,1.0,2025ApJ...989..177C (Campelo+ 2025),visual,,,False,False,True
230004050,NOISY,Noisy,False,2025ApJ...989..177C (Campelo+ 2025),,,,,,,,,,False,False,False
230376298,NOISY,Noisy,False,2025ApJ...989..177C (Campelo+ 2025),,,,,,,,,,False,False,False
230981971,BE,rot / SPB? / Be,False,2019ApJ...872L...9P (Pedersen+ 2019),24.42852,-57.23675,,,,,,,,False,True,False
231122278,ROT,rot / SPB?,False,2019ApJ...872L...9P (Pedersen+ 2019),69.55501,-68.81166,4.549,1.0,1.0,2022ApJ...924....2B (Barraza+ 2022),visual,,,False,False,True
231154751,SLF,SLF,False,2020A&A...639A..81B (Burssens+ 2020),,,1.5246226558926663,1.0,1.0,2020A&A...639A..81B (Burssens+ 2020),visual+spectroscopy,2.0,2.0,True,False,False
231942365,BE,Be=Y; signals=S/I,False,2022AJ....163..226L (Labadie-Bartz+ 2022),93.98565,-44.61962,,,,,,,,False,True,False
232521983,NOISY,Noisy,False,2025ApJ...989..177C (Campelo+ 2025),,,,,,,,,,False,False,False
232615474,NOISY,Noisy,False,2025ApJ...989..177C (Campelo+ 2025),,,,,,,,,,False,False,False
232633722,OTHER,sdB candidate,False,2025ApJ...989..177C (Campelo+ 2025),,,1.635,1.0,1.0,2025ApJ...989..177C (Campelo+ 2025),visual,,,False,False,True
232643392,ROT,Rotation,False,2025ApJ...989..177C (Campelo+ 2025),,,2.012,1.0,1.0,2025ApJ...989..177C (Campelo+ 2025),visual,,,False,False,True
233056547,NOISY,Noisy,False,2025ApJ...989..177C (Campelo+ 2025),,,,,,,,,,False,False,False
233073319,NOISY,Noisy,False,2025ApJ...989..177C (Campelo+ 2025),,,,,,,,,,False,False,False
233094446,NOISY,Noisy,False,2025ApJ...989..177C (Campelo+ 2025),,,,,,,,,,False,False,False
233121908,PULS,Pulsation (SPB),False,2025ApJ...989..177C (Campelo+ 2025),,,0.544,1.0,1.0,2025ApJ...989..177C (Campelo+ 2025),visual,,,False,False,True
233130512,NOISY,Noisy,False,2025ApJ...989..177C (Campelo+ 2025),,,,,,,,,,False,False,False
233170098,NOISY,Noisy,False,2025ApJ...989..177C (Campelo+ 2025),,,,,,,,,,False,False,False
233211303,NOISY,Noisy,False,2025ApJ...989..177C (Campelo+ 2025),,,,,,,,,,False,False,False
233387809,PULS,Pulsation,False,2025ApJ...989..177C (Campelo+ 2025),,,1.744,1.0,1.0,2025ApJ...989..177C (Campelo+ 2025),visual,,,False,False,True
233497379,NOISY,Noisy,False,2025ApJ...989..177C (Campelo+ 2025),,,,,,,,,,False,False,False
233535488,NOISY,Noisy,False,2025ApJ...989..177C (Campelo+ 2025),,,,,,,,,,False,False,False
233539736,ECL,Binary (eclipsing/ellipsoidal),False,2025ApJ...989..177C (Campelo+ 2025),,,0.316,1.0,1.0,2025ApJ...989..177C (Campelo+ 2025),visual,,,False,False,True
233563508,BE,Be=Y; signals=G,False,2022AJ....163..226L (Labadie-Bartz+ 2022),250.56854,-47.01566,0.819672131147541,1.0,1.0,2022AJ....163..226L (Labadie-Bartz+ 2022),visual,,,False,True,False
233571681,NOISY,Noisy,False,2025ApJ...989..177C (Campelo+ 2025),,,,,,,,,,False,False,False
