TIC,class_raw,class_paper,class_tokens,reference,method,period,class_is_inferred,source_table,ra_deg,dec_deg
264468331,Noisy,NOISY,NOISY,2025ApJ...989..177C (Campelo+ 2025),visual,,False,"ApJ 989,177 Table 3 (MRT)",,
264631173,Be=Y; signals=G,BE,BE,2022AJ....163..226L (Labadie-Bartz+ 2022),visual,0.35714285714285715,False,J/AJ/163/226/table2,82.201915,2.164707
265080539,Pulsation (SPB),PULS,PULS,2025ApJ...989..177C (Campelo+ 2025),visual,0.226,False,"ApJ 989,177 Table 4 (article HTML)",,
265555524,Be=Y; signals=I+/G,BE,BE,2022AJ....163..226L (Labadie-Bartz+ 2022),visual,1.0101010101010102,False,J/AJ/163/226/table2,94.74357,4.19135
266347283,Noisy,NOISY,NOISY,2025ApJ...989..177C (Campelo+ 2025),visual,,False,"ApJ 989,177 Table 3 (MRT)",,
266656195,Be=Y; signals=L/F+/G,BE,BE,2022AJ....163..226L (Labadie-Bartz+ 2022),visual,0.5263157894736842,False,J/AJ/163/226/table2,119.26666,2.95083
268351249,Be=Y; signals=I/L,BE,BE,2022AJ....163..226L (Labadie-Bartz+ 2022),visual,,False,J/AJ/163/226/table2,176.77855,-59.05629
268605693,Noisy,NOISY,NOISY,2025ApJ...989..177C (Campelo+ 2025),visual,,False,"ApJ 989,177 Table 3 (MRT)",,
268971806,Rotation,ROT,ROT,2025ApJ...989..177C (Campelo+ 2025),visual,1.289,False,"ApJ 989,177 Table 2 (article HTML)",,
269087549,Be=U (rejected/other); signals=,OTHER,OTHER,2022AJ....163..226L (Labadie-Bartz+ 2022),visual,,False,J/AJ/163/226/table2,105.72825,-4.23923333333
269118344,Rotation,ROT,ROT,2025ApJ...989..177C (Campelo+ 2025),visual,1.855,False,"ApJ 989,177 Table 2 (article HTML)",,
269598007,Noisy,NOISY,NOISY,2025ApJ...989..177C (Campelo+ 2025),visual,,False,"ApJ 989,177 Table 3 (MRT)",,
269696438,Binary (eclipsing/ellipsoidal),ECL,ECL,2025ApJ...989..177C (Campelo+ 2025),visual,1.446,False,"ApJ 989,177 Table 5 (article HTML)",,
269870654,Be=Y; signals=G,BE,BE,2022AJ....163..226L (Labadie-Bartz+ 2022),visual,0.42016806722689076,False,J/AJ/163/226/table2,148.7523,-63.54136
270070443,rot,ROT,ROT,2019ApJ...872L...9P (Pedersen+ 2019),visual+spectroscopy,,False,J/ApJ/872/L9/table1,312.32339,-25.78124
270070443,SXARI,ROT,ROT,2019MNRAS.485.3457B (Balona+ 2019),visual,2.531645569620253,False,J/MNRAS/485/3457/table1,312.32339,-25.78124
270070443,Rotation,ROT,ROT,2022ApJ...924....2B (Barraza+ 2022),visual,2.535,False,arXiv:2202.01022 Table 2,312.32339,-25.78124
270219259,instr / {Beta} Cep + outburst,BE,AMBIGUOUS|BE|PULS,2019ApJ...872L...9P (Pedersen+ 2019),visual+spectroscopy,,False,J/ApJ/872/L9/table1,330.20927,-28.45374
270219259,BE+MAIA,BE,BE|PULS,2019MNRAS.485.3457B (Balona+ 2019),visual,,False,J/MNRAS/485/3457/table1,330.20927,-28.45374
270491267,sdB candidate (Bin+R),OTHER,OTHER,2025ApJ...989..177C (Campelo+ 2025),visual,0.193,False,"ApJ 989,177 Table 6 (MRT)",,
270557257,instr ({nu}_inst_~2.8d^-1^),AMBIGUOUS,AMBIGUOUS,2019ApJ...872L...9P (Pedersen+ 2019),visual+spectroscopy,,False,J/ApJ/872/L9/table1,99.90896,-78.44044
270557257,ROT?,ROT,ROT,2019MNRAS.485.3457B (Balona+ 2019),visual,0.40404040404040403,False,J/MNRAS/485/3457/table1,99.90896,-78.44044
270557257,Noisy,NOISY,NOISY,2022ApJ...924....2B (Barraza+ 2022),visual,,False,arXiv:2202.01022 Table 3,99.90896,-78.44044
270622440,EB (contamination!),ECL,ECL,2019ApJ...872L...9P (Pedersen+ 2019),visual+spectroscopy,,False,J/ApJ/872/L9/table1,358.81954,-31.88427
270622440,-,,,2019MNRAS.485.3457B (Balona+ 2019),visual,,False,J/MNRAS/485/3457/table1,358.81954,-31.88427
270622446,EB,ECL,ECL,2019ApJ...872L...9P (Pedersen+ 2019),visual+spectroscopy,,False,J/ApJ/872/L9/table1,358.81911,-31.92148
270622446,EA(EA/DM),ECL,ECL,2019MNRAS.485.3457B (Balona+ 2019),visual,,False,J/MNRAS/485/3457/table1,358.81911,-31.92148
270934336,Be=Y; signals=G,BE,BE,2022AJ....163..226L (Labadie-Bartz+ 2022),visual,,False,J/AJ/163/226/table2,132.08694,-46.9105
271164763,sdB candidate (EB),OTHER,OTHER,2025ApJ...989..177C (Campelo+ 2025),visual,0.122,False,"ApJ 989,177 Table 6 (MRT)",,
271190727,Be=Y; signals=L/G,BE,BE,2022AJ....163..226L (Labadie-Bartz+ 2022),visual,1.1904761904761905,False,J/AJ/163/226/table2,132.35312,-47.48866
271379300,Be=Y; signals=G,BE,BE,2022AJ....163..226L (Labadie-Bartz+ 2022),visual,0.7692307692307692,False,J/AJ/163/226/table2,125.30587,-26.33314
271503441,SPB? / outburst?,BE,BE|PULS,2019ApJ...872L...9P (Pedersen+ 2019),visual+spectroscopy,,False,J/ApJ/872/L9/table1,7.88612,-62.95822
271503441,ROT,ROT,ROT,2019MNRAS.485.3457B (Balona+ 2019),visual,0.32722513089005234,False,J/MNRAS/485/3457/table1,7.88612,-62.95822
271503441,Ambiguous variability/SPB?,AMBIGUOUS,PULS,2022ApJ...924....2B (Barraza+ 2022),visual,,False,arXiv:2202.01022 Table 4,7.88612,-62.95822
271614171,Be=Y; signals=G,BE,BE,2022AJ....163..226L (Labadie-Bartz+ 2022),visual,0.6289308176100629,False,J/AJ/163/226/table2,233.29704,-60.90935
271971626,rot,ROT,ROT,2019ApJ...872L...9P (Pedersen+ 2019),visual+spectroscopy,,False,J/ApJ/872/L9/table1,113.84023,-74.27495
271971626,ROT+MAIA,ROT,PULS|ROT,2019MNRAS.485.3457B (Balona+ 2019),visual,4.651162790697675,False,J/MNRAS/485/3457/table1,113.84023,-74.27495
271971626,Ambiguous variability/Rotation?/EB?,AMBIGUOUS,ECL|ROT,2022ApJ...924....2B (Barraza+ 2022),visual,,False,arXiv:2202.01022 Table 4,113.84023,-74.27495
273875093,Noisy,NOISY,NOISY,2025ApJ...989..177C (Campelo+ 2025),visual,,False,"ApJ 989,177 Table 3 (MRT)",,
274192238,Noisy,NOISY,NOISY,2025ApJ...989..177C (Campelo+ 2025),visual,,False,"ApJ 989,177 Table 3 (MRT)",,
274331770,Noisy,NOISY,NOISY,2025ApJ...989..177C (Campelo+ 2025),visual,,False,"ApJ 989,177 Table 3 (MRT)",,
274385041,Noisy,NOISY,NOISY,2025ApJ...989..177C (Campelo+ 2025),visual,,False,"ApJ 989,177 Table 3 (MRT)",,
274623605,Noisy,NOISY,NOISY,2025ApJ...989..177C (Campelo+ 2025),visual,,False,"ApJ 989,177 Table 3 (MRT)",,
274907223,Be=Y; signals=G,BE,BE,2022AJ....163..226L (Labadie-Bartz+ 2022),visual,0.5319148936170213,False,J/AJ/163/226/table2,149.53475,-59.67188
275038687,Pulsation (IGW),PULS,PULS,2025ApJ...989..177C (Campelo+ 2025),visual,3.637,False,"ApJ 989,177 Table 4 (article HTML)",,
275420565,Pulsation (SPB),PULS,PULS,2025ApJ...989..177C (Campelo+ 2025),visual,1.668,False,"ApJ 989,177 Table 4 (article HTML)",,
275504377,Noisy,NOISY,NOISY,2025ApJ...989..177C (Campelo+ 2025),visual,,False,"ApJ 989,177 Table 3 (MRT)",,
275691308,Noisy,NOISY,NOISY,2025ApJ...989..177C (Campelo+ 2025),visual,,False,"ApJ 989,177 Table 3 (MRT)",,
275927504,Be=Y; signals=G,BE,BE,2022AJ....163..226L (Labadie-Bartz+ 2022),visual,0.6493506493506493,False,J/AJ/163/226/table2,240.78858,-48.72269
276549422,Rotation,ROT,ROT,2025ApJ...989..177C (Campelo+ 2025),visual,1.215,False,"ApJ 989,177 Table 2 (article HTML)",,
276653683,Pulsation (SPB (IGW)),PULS,PULS,2025ApJ...989..177C (Campelo+ 2025),visual,3.595,False,"ApJ 989,177 Table 4 (article HTML)",,
276864600,SLF,SLF,SLF,2019ApJ...872L...9P (Pedersen+ 2019),visual+spectroscopy,,False,J/ApJ/872/L9/table1,83.57692,-67.30381
276864600,ACYG,PULS,PULS,2019MNRAS.485.3457B (Balona+ 2019),visual,,False,J/MNRAS/485/3457/table1,83.57692,-67.30381
277013493,sdB candidate,OTHER,OTHER,2025ApJ...989..177C (Campelo+ 2025),visual,0.984,False,"ApJ 989,177 Table 6 (MRT)",,
277022505,SLF,SLF,SLF,2019ApJ...872L...9P (Pedersen+ 2019),visual+spectroscopy,,False,J/ApJ/872/L9/table1,83.76501,-69.75056
277022505,ACYG,PULS,PULS,2019MNRAS.485.3457B (Balona+ 2019),visual,,False,J/MNRAS/485/3457/table1,83.76501,-69.75056
277022967,rot / SPB?/ SLF?/ Be,BE,BE|PULS|ROT|SLF,2019ApJ...872L...9P (Pedersen+ 2019),visual+spectroscopy,,False,J/ApJ/872/L9/table1,83.8193,-69.67734
277022967,ACYG,PULS,PULS,2019MNRAS.485.3457B (Balona+ 2019),visual,,False,J/MNRAS/485/3457/table1,83.8193,-69.67734
277022967,Ambiguous variability/Rotation/IGW?,AMBIGUOUS,PULS|ROT,2022ApJ...924....2B (Barraza+ 2022),visual,,False,arXiv:2202.01022 Table 4,83.8193,-69.67734
277099925,SLF,SLF,SLF,2019ApJ...872L...9P (Pedersen+ 2019),visual+spectroscopy,,False,J/ApJ/872/L9/table1,83.98653,-67.4596
277099925,ACYG,PULS,PULS,2019MNRAS.485.3457B (Balona+ 2019),visual,,False,J/MNRAS/485/3457/table1,83.98653,-67.4596
277103567,rot / EV?,ELL,ELL|ROT,2019ApJ...872L...9P (Pedersen+ 2019),visual+spectroscopy,,False,J/ApJ/872/L9/table1,84.22908,-66.56029
277103567,ROT(BE),BE,BE|ROT,2019MNRAS.485.3457B (Balona+ 2019),visual,0.6684491978609626,False,J/MNRAS/485/3457/table1,84.22908,-66.56029
277103567,Ambiguous variability/Pulsation+Rot,AMBIGUOUS,PULS|ROT,2022ApJ...924....2B (Barraza+ 2022),visual,,False,arXiv:2202.01022 Table 4,84.22908,-66.56029
277172980,SLF? / Be,BE,BE|SLF,2019ApJ...872L...9P (Pedersen+ 2019),visual+spectroscopy,,False,J/ApJ/872/L9/table1,84.10772,-69.38216
277172980,ACYG,PULS,PULS,2019MNRAS.485.3457B (Balona+ 2019),visual,,False,J/MNRAS/485/3457/table1,84.10772,-69.38216
277173650,SLF / instr?,SLF,AMBIGUOUS|SLF,2019ApJ...872L...9P (Pedersen+ 2019),visual+spectroscopy,,False,J/ApJ/872/L9/table1,84.19661,-69.4978
277173650,ACYG,PULS,PULS,2019MNRAS.485.3457B (Balona+ 2019),visual,,False,J/MNRAS/485/3457/table1,84.19661,-69.4978
277298891,SLF,SLF,SLF,2019ApJ...872L...9P (Pedersen+ 2019),visual+spectroscopy,,False,J/ApJ/872/L9/table1,84.50529,-69.37057
277298891,ACYG,PULS,PULS,2019MNRAS.485.3457B (Balona+ 2019),visual,,False,J/MNRAS/485/3457/table1,84.50529,-69.37057
277502552,Ambiguous variability,AMBIGUOUS,AMBIGUOUS,2025ApJ...989..177C (Campelo+ 2025),visual,,False,"ApJ 989,177 Table 7 (article HTML)",,
277982164,rot / SPB,ROT,PULS|ROT,2019ApJ...872L...9P (Pedersen+ 2019),visual+spectroscopy,,False,J/ApJ/872/L9/table1,104.14364,-79.42019
277982164,ROT,ROT,ROT,2019MNRAS.485.3457B (Balona+ 2019),visual,0.7898894154818326,False,J/MNRAS/485/3457/table1,104.14364,-79.42019
277982164,Ambiguous variability/Rotation+Pulsation,AMBIGUOUS,PULS|ROT,2022ApJ...924....2B (Barraza+ 2022),visual,,False,arXiv:2202.01022 Table 4,104.14364,-79.42019
278313134,Be=Y; signals=S/L/F+/G,BE,BE,2022AJ....163..226L (Labadie-Bartz+ 2022),visual,,False,J/AJ/163/226/table2,235.07132,-58.06383
278358300,Pulsation,PULS,PULS,2025ApJ...989..177C (Campelo+ 2025),visual,0.279,False,"ApJ 989,177 Table 4 (article HTML)",,
278683664,const??,NOISY,NOISY,2019ApJ...872L...9P (Pedersen+ 2019),visual+spectroscopy,,False,J/ApJ/872/L9/table1,99.16749,-58.40888
278683664,ROT?,ROT,ROT,2019MNRAS.485.3457B (Balona+ 2019),visual,0.5878894767783657,False,J/MNRAS/485/3457/table1,99.16749,-58.40888
278683664,Noisy,NOISY,NOISY,2022ApJ...924....2B (Barraza+ 2022),visual,,False,arXiv:2202.01022 Table 3,99.16749,-58.40888
278865766,const??,NOISY,NOISY,2019ApJ...872L...9P (Pedersen+ 2019),visual+spectroscopy,,False,J/ApJ/872/L9/table1,100.71139,-56.01607
278865766,-,,,2019MNRAS.485.3457B (Balona+ 2019),visual,,False,J/MNRAS/485/3457/table1,100.71139,-56.01607
278865766,Noisy,NOISY,NOISY,2022ApJ...924....2B (Barraza+ 2022),visual,,False,arXiv:2202.01022 Table 3,100.71139,-56.01607
278867172,const??,NOISY,NOISY,2019ApJ...872L...9P (Pedersen+ 2019),visual+spectroscopy,,False,J/ApJ/872/L9/table1,100.96246,-54.18205
278867172,-,,,2019MNRAS.485.3457B (Balona+ 2019),visual,,False,J/MNRAS/485/3457/table1,100.96246,-54.18205
278867172,Noisy,NOISY,NOISY,2022ApJ...924....2B (Barraza+ 2022),visual,,False,arXiv:2202.01022 Table 3,100.96246,-54.18205
279430029,rot / Be,BE,BE|ROT,2019ApJ...872L...9P (Pedersen+ 2019),visual+spectroscopy,,False,J/ApJ/872/L9/table1,105.0433,-56.907
279430029,ROT,ROT,ROT,2019MNRAS.485.3457B (Balona+ 2019),visual,0.5605381165919282,False,J/MNRAS/485/3457/table1,105.0433,-56.907
279430029,Be=Y; signals=G,BE,BE,2022AJ....163..226L (Labadie-Bartz+ 2022),visual,0.5649717514124294,False,J/AJ/163/226/table2,105.0433,-56.907
279430029,Rotation,ROT,ROT,2022ApJ...924....2B (Barraza+ 2022),visual,0.56085,False,arXiv:2202.01022 Table 2,105.0433,-56.907
279511712,rot,ROT,ROT,2019ApJ...872L...9P (Pedersen+ 2019),visual+spectroscopy,,False,J/ApJ/872/L9/table1,105.81291,-59.17811
279511712,ELL(LPB),ELL,ELL,2019MNRAS.485.3457B (Balona+ 2019),visual,1.6528925619834711,False,J/MNRAS/485/3457/table1,105.81291,-59.17811
279511712,Rotation,ROT,ROT,2022ApJ...924....2B (Barraza+ 2022),visual,1.65167,False,arXiv:2202.01022 Table 2,105.81291,-59.17811
279826483,Noisy,NOISY,NOISY,2025ApJ...989..177C (Campelo+ 2025),visual,,False,"ApJ 989,177 Table 3 (MRT)",,
279957111,rot,ROT,ROT,2019ApJ...872L...9P (Pedersen+ 2019),visual+spectroscopy,,False,J/ApJ/872/L9/table1,81.96943,-68.98569
279957111,-,,,2019MNRAS.485.3457B (Balona+ 2019),visual,,False,J/MNRAS/485/3457/table1,81.96943,-68.98569
279957111,Ambiguous variability/Pulsation,AMBIGUOUS,PULS,2022ApJ...924....2B (Barraza+ 2022),visual,,False,arXiv:2202.01022 Table 4,81.96943,-68.98569
280051467,rot,ROT,ROT,2019ApJ...872L...9P (Pedersen+ 2019),visual+spectroscopy,,False,J/ApJ/872/L9/table1,45.56437,-71.90246
280051467,SXARI,ROT,ROT,2019MNRAS.485.3457B (Balona+ 2019),visual,4.366812227074235,False,J/MNRAS/485/3457/table1,45.56437,-71.90246
280051467,Rotation,ROT,ROT,2022ApJ...924....2B (Barraza+ 2022),visual,4.372,False,arXiv:2202.01022 Table 2,45.56437,-71.90246
280643259,Be=Y; signals=S/I/L/G,BE,BE,2022AJ....163..226L (Labadie-Bartz+ 2022),visual,1.0869565217391304,False,J/AJ/163/226/table2,101.288672,-1.255713
280684074,SPB,PULS,PULS,2019ApJ...872L...9P (Pedersen+ 2019),visual+spectroscopy,,False,J/ApJ/872/L9/table1,342.59506,-80.12384
280684074,SPB+ROT(LPB),ROT,PULS|ROT,2019MNRAS.485.3457B (Balona+ 2019),visual,1.7761989342806397,False,J/MNRAS/485/3457/table1,342.59506,-80.12384
280684074,SPB,PULS,PULS,2022ApJ...924....2B (Barraza+ 2022),visual,,False,arXiv:2202.01022 Table 4,342.59506,-80.12384
280835427,Be=Y; signals=S/L/F+/G,BE,BE,2022AJ....163..226L (Labadie-Bartz+ 2022),visual,0.6896551724137931,False,J/AJ/163/226/table2,144.46204,-53.68035
281047621,Be=Y; signals=G,BE,BE,2022AJ....163..226L (Labadie-Bartz+ 2022),visual,0.9345794392523364,False,J/AJ/163/226/table2,84.7964583333,4.12146666667
281148636,SLF+rot?,ROT,ROT|SLF,2020A&A...639A..81B (Burssens+ 2020),visual+spectroscopy,4.44642063139173,False,J/A+A/639/A81/table2 x tablea1,98.81596,0.89022
281148636,SLF,SLF,SLF,2020A&A...640A..36B (Bowman+ 2020),visual+spectroscopy (SLF morphology fit),,True,J/A+A/640/A36/tablea2,98.81596,0.89022
281643356,Be=Y; signals=L/F+/G,BE,BE,2022AJ....163..226L (Labadie-Bartz+ 2022),visual,0.9433962264150942,False,J/AJ/163/226/table2,170.58218,-61.07346
281703963,hybrid SPB/{delta} Sct,PULS,PULS,2019ApJ...872L...9P (Pedersen+ 2019),visual+spectroscopy,,False,J/ApJ/872/L9/table1,10.83838,-57.46306
281703963,MAIA,PULS,PULS,2019MNRAS.485.3457B (Balona+ 2019),visual,,False,J/MNRAS/485/3457/table1,10.83838,-57.46306
281717549,Be=Y; signals=L/G,BE,BE,2022AJ....163..226L (Labadie-Bartz+ 2022),visual,0.591715976331361,False,J/AJ/163/226/table2,102.481356,-5.513127
281741629,rot / Be,BE,BE|ROT,2019ApJ...872L...9P (Pedersen+ 2019),visual+spectroscopy,,False,J/ApJ/872/L9/table1,12.25548,-56.09704
281741629,BE(BE),BE,BE,2019MNRAS.485.3457B (Balona+ 2019),visual,,False,J/MNRAS/485/3457/table1,12.25548,-56.09704
281741629,Be=Y; signals=L/F+/G,BE,BE,2022AJ....163..226L (Labadie-Bartz+ 2022),visual,0.9615384615384615,False,J/AJ/163/226/table2,12.25548,-56.09704
281741629,SPB?,PULS,PULS,2022ApJ...924....2B (Barraza+ 2022),visual,,False,arXiv:2202.01022 Table 4,12.25548,-56.09704
282207882,Be=Y; signals=I/H/G,BE,BE,2022AJ....163..226L (Labadie-Bartz+ 2022),visual,0.7407407407407407,False,J/AJ/163/226/table2,102.959297,-5.619767
282306169,Be=Y; signals=I+/G,BE,BE,2022AJ....163..226L (Labadie-Bartz+ 2022),visual,,False,J/AJ/163/226/table2,103.043183,-0.29556
282808223,Be=S; signals=S/L/G,BE,BE,2022AJ....163..226L (Labadie-Bartz+ 2022),visual,,False,J/AJ/163/226/table2,103.67521,-1.75651
282899554,Be=Y; signals=G,BE,BE,2022AJ....163..226L (Labadie-Bartz+ 2022),visual,1.0638297872340425,False,J/AJ/163/226/table2,103.745091,-3.700377
283206453,Be=Y; signals=G,BE,BE,2022AJ....163..226L (Labadie-Bartz+ 2022),visual,1.5873015873015872,False,J/AJ/163/226/table2,104.079519,-3.80706
283793973,SPB,PULS,PULS,2020A&A...639A..81B (Burssens+ 2020),visual+spectroscopy,2.0,False,J/A+A/639/A81/table2 x tablea1,63.88357,8.89236
283793973,SLF,SLF,SLF,2020A&A...640A..36B (Bowman+ 2020),visual+spectroscopy (SLF morphology fit),,True,J/A+A/640/A36/tablea2,63.88357,8.89236
283818445,Noisy,NOISY,NOISY,2025ApJ...989..177C (Campelo+ 2025),visual,,False,"ApJ 989,177 Table 3 (MRT)",,
283870336,Noisy,NOISY,NOISY,2025ApJ...989..177C (Campelo+ 2025),visual,,False,"ApJ 989,177 Table 3 (MRT)",,
284230347,Be=U (rejected/other); signals=,OTHER,OTHER,2022AJ....163..226L (Labadie-Bartz+ 2022),visual,,False,J/AJ/163/226/table2,108.66021,2.90191
284562929,Noisy,NOISY,NOISY,2025ApJ...989..177C (Campelo+ 2025),visual,,False,"ApJ 989,177 Table 3 (MRT)",,
284563819,Pulsation (SPB),PULS,PULS,2025ApJ...989..177C (Campelo+ 2025),visual,0.341,False,"ApJ 989,177 Table 4 (article HTML)",,
284735369,Noisy,NOISY,NOISY,2025ApJ...989..177C (Campelo+ 2025),visual,,False,"ApJ 989,177 Table 3 (MRT)",,
284759068,sdB candidate,OTHER,OTHER,2025ApJ...989..177C (Campelo+ 2025),visual,1.012,False,"ApJ 989,177 Table 6 (MRT)",,
285010437,Noisy,NOISY,NOISY,2025ApJ...989..177C (Campelo+ 2025),visual,,False,"ApJ 989,177 Table 3 (MRT)",,
285187855,Be=Y; signals=,BE,BE,2022AJ....163..226L (Labadie-Bartz+ 2022),visual,,False,J/AJ/163/226/table2,233.77022,-56.98395
285194955,Noisy,NOISY,NOISY,2025ApJ...989..177C (Campelo+ 2025),visual,,False,"ApJ 989,177 Table 3 (MRT)",,
285699059,Be=Y; signals=I/H/G,BE,BE,2022AJ....163..226L (Labadie-Bartz+ 2022),visual,0.6329113924050632,False,J/AJ/163/226/table2,130.50158,-47.66497
285916305,Be=Y; signals=S/I/L/H,BE,BE,2022AJ....163..226L (Labadie-Bartz+ 2022),visual,,False,J/AJ/163/226/table2,119.75305,-48.37631
286159211,Be=Y; signals=I,BE,BE,2022AJ....163..226L (Labadie-Bartz+ 2022),visual,,False,J/AJ/163/226/table2,123.93098,-48.3442
286916209,Noisy,NOISY,NOISY,2025ApJ...989..177C (Campelo+ 2025),visual,,False,"ApJ 989,177 Table 3 (MRT)",,
287141559,Noisy,NOISY,NOISY,2025ApJ...989..177C (Campelo+ 2025),visual,,False,"ApJ 989,177 Table 3 (MRT)",,
287193769,Pulsation (SPB?),PULS,PULS,2025ApJ...989..177C (Campelo+ 2025),visual,0.849,False,"ApJ 989,177 Table 4 (article HTML)",,
288316744,Noisy,NOISY,NOISY,2025ApJ...989..177C (Campelo+ 2025),visual,,False,"ApJ 989,177 Table 3 (MRT)",,
288639535,Noisy,NOISY,NOISY,2025ApJ...989..177C (Campelo+ 2025),visual,,False,"ApJ 989,177 Table 3 (MRT)",,
289536555,Ambiguous variability,AMBIGUOUS,AMBIGUOUS,2025ApJ...989..177C (Campelo+ 2025),visual,,False,"ApJ 989,177 Table 7 (article HTML)",,
289877581,Be=N (rejected/other); signals=,OTHER,OTHER,2022AJ....163..226L (Labadie-Bartz+ 2022),visual,,False,J/AJ/163/226/table2,233.971875,-44.9583888889
290523979,Be=Y; signals=G,BE,BE,2022AJ....163..226L (Labadie-Bartz+ 2022),visual,0.4566210045662101,False,J/AJ/163/226/table2,173.81319,-61.69988
290525745,Be=Y; signals=G,BE,BE,2022AJ....163..226L (Labadie-Bartz+ 2022),visual,0.4566210045662101,False,J/AJ/163/226/table2,173.84197,-61.53636
290682353,Be=Y; signals=S/L/F+/G,BE,BE,2022AJ....163..226L (Labadie-Bartz+ 2022),visual,,False,J/AJ/163/226/table2,174.03904,-61.69487
290682406,Be=Y; signals=G,BE,BE,2022AJ....163..226L (Labadie-Bartz+ 2022),visual,0.8849557522123894,False,J/AJ/163/226/table2,174.02284,-61.70167
291385725,Be=Y; signals=S/I/H,BE,BE,2022AJ....163..226L (Labadie-Bartz+ 2022),visual,,False,J/AJ/163/226/table2,94.3942,11.19092
292362364,Be=Y; signals=G,BE,BE,2022AJ....163..226L (Labadie-Bartz+ 2022),visual,1.7543859649122808,False,J/AJ/163/226/table2,106.980564,1.719594
292550464,Be=Y; signals=G,BE,BE,2022AJ....163..226L (Labadie-Bartz+ 2022),visual,,False,J/AJ/163/226/table2,218.46943,-56.74563
292674898,Be=Y; signals=S/L/F+/G,BE,BE,2022AJ....163..226L (Labadie-Bartz+ 2022),visual,0.6666666666666666,False,J/AJ/163/226/table2,218.40323,-58.82082
293268667,SPB/ rot?,ROT,PULS|ROT,2019ApJ...872L...9P (Pedersen+ 2019),visual+spectroscopy,,False,J/ApJ/872/L9/table1,98.56016,-63.91811
293268667,SPB+ROT,ROT,PULS|ROT,2019MNRAS.485.3457B (Balona+ 2019),visual,0.2949852507374631,False,J/MNRAS/485/3457/table1,98.56016,-63.91811
293268667,SPB,PULS,PULS,2022ApJ...924....2B (Barraza+ 2022),visual,,False,arXiv:2202.01022 Table 4,98.56016,-63.91811
293271581,EB(NB),ECL,ECL,2019MNRAS.485.3457B (Balona+ 2019),visual,,False,J/MNRAS/485/3457/table1,98.90026,-62.64008
293290586,Be=Y; signals=,BE,BE,2022AJ....163..226L (Labadie-Bartz+ 2022),visual,,False,J/AJ/163/226/table2,222.00311,-65.73955
293973218,rot / SPB,ROT,PULS|ROT,2019ApJ...872L...9P (Pedersen+ 2019),visual+spectroscopy,,False,J/ApJ/872/L9/table1,106.81781,-59.71642
293973218,SPB,PULS,PULS,2019MNRAS.485.3457B (Balona+ 2019),visual,,False,J/MNRAS/485/3457/table1,106.81781,-59.71642
293973218,Ambiguous variability,OTHER,OTHER,2022ApJ...924....2B (Barraza+ 2022),visual,,False,arXiv:2202.01022 Table 4,106.81781,-59.71642
294114621,SLF+rot?,ROT,ROT|SLF,2020A&A...639A..81B (Burssens+ 2020),visual+spectroscopy,0.819672131147541,False,J/A+A/639/A81/table2 x tablea1,92.23259,15.70505
294114621,SLF,SLF,SLF,2020A&A...640A..36B (Bowman+ 2020),visual+spectroscopy (SLF morphology fit),,True,J/A+A/640/A36/tablea2,92.23259,15.70505
294553294,Be=Y; signals=G,BE,BE,2022AJ....163..226L (Labadie-Bartz+ 2022),visual,0.8333333333333334,False,J/AJ/163/226/table2,222.70942,-60.2862
294747615,rot / SLF?,ROT,ROT|SLF,2019ApJ...872L...9P (Pedersen+ 2019),visual+spectroscopy,,False,J/ApJ/872/L9/table1,70.76652,-70.93103
294747615,SXARI,ROT,ROT,2019MNRAS.485.3457B (Balona+ 2019),visual,5.208333333333333,False,J/MNRAS/485/3457/table1,70.76652,-70.93103
294747615,Rotation,ROT,ROT,2022ApJ...924....2B (Barraza+ 2022),visual,5.1918,False,arXiv:2202.01022 Table 2,70.76652,-70.93103
294852531,Be=Y; signals=G,BE,BE,2022AJ....163..226L (Labadie-Bartz+ 2022),visual,,False,J/AJ/163/226/table2,140.35362,-51.16647
294872353,SLF?,SLF,SLF,2019ApJ...872L...9P (Pedersen+ 2019),visual+spectroscopy,,False,J/ApJ/872/L9/table1,71.76855,-67.11476
294872353,ACYG,PULS,PULS,2019MNRAS.485.3457B (Balona+ 2019),visual,,False,J/MNRAS/485/3457/table1,71.76855,-67.11476
295099096,Be=Y; signals=G,BE,BE,2022AJ....163..226L (Labadie-Bartz+ 2022),visual,0.819672131147541,False,J/AJ/163/226/table2,140.49343,-51.17649
295581098,Be=Y; signals=L/F+/G,BE,BE,2022AJ....163..226L (Labadie-Bartz+ 2022),visual,0.8474576271186441,False,J/AJ/163/226/table2,140.98252,-51.96226
296969980,Be=Y; signals=L/G,BE,BE,2022AJ....163..226L (Labadie-Bartz+ 2022),visual,0.47393364928909953,False,J/AJ/163/226/table2,224.183291667,-62.7810166667
298093039,Ambiguous variability,AMBIGUOUS,AMBIGUOUS,2025ApJ...989..177C (Campelo+ 2025),visual,,False,"ApJ 989,177 Table 7 (article HTML)",,
298109741,Noisy,NOISY,NOISY,2025ApJ...989..177C (Campelo+ 2025),visual,,False,"ApJ 989,177 Table 3 (MRT)",,
298542142,Noisy,NOISY,NOISY,2025ApJ...989..177C (Campelo+ 2025),visual,,False,"ApJ 989,177 Table 3 (MRT)",,
298601073,Noisy,NOISY,NOISY,2025ApJ...989..177C (Campelo+ 2025),visual,,False,"ApJ 989,177 Table 3 (MRT)",,
